,id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
0,1,172.31.66.11-23.218.62.30-49699-443-6,172.31.66.11,49699,23.218.62.30,443,6,2018-02-23 12:16:05.245219,116196366,91,119,66975,37952,1774,0,735.9890109890108,793.8120333695782,1460,0,318.92436974789905,466.098304893733,903.0144712098828,1.807285436103914,555963.4736842106,1310008.3455144733,4894002,0,116196366,1291070.7333333334,1749654.5326227848,4894002,204,116124395,984105.0423728812,1666298.8733017163,4968772,0,45,45,0,0,0,0,1832,2392,0.783157022311696,1.024128413792218,0,1774,499.65238095238095,661.0027746208821,436924.6680565046,0,2,0,90,209,0,1,1,1.3076923076923077,499.65238095238095,735.989010989011,318.9243697478992,0,0,0,0,0,0,0,318,0,180,8192,4962,45,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,116196366,BENIGN,-1
1,2,172.31.66.11-72.21.91.29-49691-80-6,172.31.66.11,49691,72.21.91.29,80,6,2018-02-23 12:16:04.073843,116801019,17,16,883,1576,436,0,51.94117647058823,144.555123823161,788,0,98.5,269.1532401192055,21.05289851966103,0.2825317816790622,3650031.843750001,4805988.686457245,10004182,17,116789652,7299353.25,4412458.611549446,10015464,179,116789747,7785983.133333333,4120873.411318993,10017702,404,2,2,0,0,0,0,352,464,0.145546675410426,0.1369851062686362,0,788,74.5151515151515,212.04791929127148,44964.32007575758,0,2,0,4,32,0,1,1,0.9411764705882352,74.51515151515152,51.94117647058823,98.5,0,0,0,0,0,0,0,26,0,47,8192,290,13,20,21029.083333333336,22820.20608009224,74177,11242,9711441.916666666,981570.8631952668,10004182,6595166,-1,-1,116801019,BENIGN,-1
2,3,172.31.66.11-23.15.8.121-49684-80-6,172.31.66.11,49684,23.15.8.121,80,6,2018-02-23 12:16:02.288496,119845815,17,16,597,768,293,0,35.11764705882354,97.0643358505978,384,0,47.99999999999999,131.16096980428287,11.389634256315082,0.2753537952076174,3745181.71875,4887024.176242715,10010162,25,119824942,7489058.875,4442427.706164171,10031026,1118,119824996,7988333.066666666,4132978.6336020846,10032028,258,2,2,0,0,0,0,352,464,0.1418489248039241,0.1335048704036932,0,384,41.36363636363637,113.21434819122368,12817.488636363634,0,2,0,4,32,0,1,1,0.9411764705882352,41.36363636363637,35.11764705882353,48.0,0,0,0,0,0,0,0,18,0,23,8192,980,13,20,31677.166666666664,25201.554266041658,93958,20812,9953734.666666668,160609.8831411258,10010162,9448560,-1,-1,119845815,BENIGN,-1
3,4,172.31.66.11-172.31.0.2-60314-53-17,172.31.66.11,60314,172.31.0.2,53,17,2018-02-23 12:16:02.430889,1328,1,1,43,99,43,43,43.0,0.0,99,99,99.0,0.0,106927.7108433735,1506.0240963855422,1328.0,0.0,1328,1328,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,753.0120481927711,753.0120481927711,43,99,71.0,39.59797974644666,1568.0,0,0,0,0,0,0,0,0,1.0,71.0,43.0,99.0,0,0,0,0,0,0,0,21,0,49,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
4,5,172.31.66.11-216.58.198.66-49702-443-6,172.31.66.11,49702,216.58.198.66,443,6,2018-02-23 12:16:05.496084,117445483,16,16,1141,4682,491,0,71.31250000000001,128.8667108553123,1430,0,292.62500000000006,466.83756989628273,49.58045087183132,0.2724668431905551,3788563.967741936,14522446.592567405,58269568,4,117445483,7829698.866666667,20473464.994946435,58405303,27,117289424,7819294.933333334,20501101.08796681,58364973,13,8,10,0,0,0,0,332,332,0.1362334215952775,0.1362334215952775,0,1430,181.96875000000003,355.14617475561863,126128.8054435484,0,2,0,18,31,0,1,1,1.0,181.96875,71.3125,292.625,0,0,0,1711,5,50365,0,35,0,146,8192,180,8,20,455971.0,424457.8159699736,756108,155834,58188777.5,114255.02081090352,58269568,58107987,-1,-1,117445483,BENIGN,-1
5,6,172.31.66.11-74.125.28.147-49716-443-6,172.31.66.11,49716,74.125.28.147,443,6,2018-02-23 12:16:06.134251,116744814,16,15,1191,4123,554,0,74.43749999999999,142.01219137806444,1430,0,274.8666666666667,481.9143176165339,45.518081856723846,0.2655364203158523,3891493.8,14740948.23799736,58154915,3,116744814,7782987.600000001,20449528.29979784,58154915,30,116651491,8332249.357142858,21129410.71993533,58261737,3,8,9,0,0,0,0,332,312,0.1370510556468915,0.1284853646689608,0,1430,171.4193548387097,358.92894136059374,128829.98494623654,0,2,0,17,30,0,1,1,0.9375,171.4193548387097,74.4375,274.8666666666667,0,0,0,527,4,206504,0,38,0,133,8192,180,8,20,205745.5,136954.5627005541,302587,108904,58119938.5,49464.24066434256,58154915,58084962,-1,-1,116744814,BENIGN,-1
6,7,172.31.66.11-216.58.217.78-49701-443-6,172.31.66.11,49701,216.58.217.78,443,6,2018-02-23 12:16:05.495942,117367443,17,18,1065,3843,418,0,62.6470588235294,110.72936668769864,1430,0,213.50000000000003,452.0168203533504,41.817388830733925,0.298208763055356,3451983.6176470583,13934153.081763592,58523080,1,117367443,7335465.187499999,19929135.415658373,58574649,131,117289646,6899390.94117647,19383961.85873831,58534541,1,8,10,0,0,0,0,352,372,0.1448442563411729,0.153364506714183,0,1430,140.22857142857143,337.3146624631148,113781.18151260504,0,2,0,18,34,0,1,1,1.0588235294117647,140.22857142857143,62.64705882352941,213.5,0,0,0,479,4,3214765,0,30,0,109,8192,180,8,20,282422.0,311508.82138392166,502692,62152,58362378.0,227266.94790048111,58523080,58201676,-1,-1,117367443,BENIGN,-1
7,8,172.31.66.11-52.179.17.38-123-123-17,172.31.66.11,123,52.179.17.38,123,17,2018-02-23 12:16:44.990739,64032502,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.998477242073096,0.0624682758765228,21344167.333333336,36936681.19931264,63994973,18676,64013826,64013826.0,0.0,64013826,64013826,64013649,64013649.0,0.0,64013649,64013649,0,0,0,0,0,0,16,16,0.0312341379382614,0.0312341379382614,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,18853.0,0.0,18853,18853,63994973.0,0.0,63994973,63994973,-1,-1,0,BENIGN,-1
8,9,172.31.66.11-54.240.190.208-49686-443-6,172.31.66.11,49686,54.240.190.208,443,6,2018-02-23 12:16:02.565811,117282127,53,86,1022,111283,252,0,19.283018867924536,54.720751709331,1460,0,1293.9883720930234,441.1959013778492,957.5627836285744,1.1851763227315957,849870.4855072463,7011289.673901303,58710316,0,117282127,2255425.519230769,11349897.610311983,58710316,17,117207595,1378912.8823529412,8920586.766216442,58729592,0,8,9,0,0,0,0,1072,1732,0.4519017633437019,0.7332745593878938,0,1460,807.9496402877699,712.1263965700882,507124.0046918985,0,2,0,17,138,0,1,1,1.6226415094339623,807.9496402877697,19.28301886792453,1293.9883720930231,602,4,228116,107418,76,2994146,0,7,0,800,8192,131,8,20,146097.0,96317.84309254438,214204,77990,58455958.0,359716.5332980957,58710316,58201600,-1,-1,117282127,BENIGN,-1
9,10,172.31.66.11-216.58.217.74-49692-443-6,172.31.66.11,49692,216.58.217.74,443,6,2018-02-23 12:16:04.277928,116554334,13,12,597,3726,197,0,45.92307692307692,68.9486059062129,1430,0,310.5,536.8814834511685,37.08999787172221,0.2144922384439175,4856430.583333334,16408515.734325334,58217259,0,116554334,9712861.166666668,22616311.080212995,58217259,99,116492025,10590184.09090909,23526728.082831915,58279499,0,6,6,0,0,0,0,272,252,0.1115359639908371,0.1029562744530804,0,1430,172.92,390.7531104589359,152687.99333333332,0,2,0,12,24,0,1,1,0.9230769230769232,172.92,45.92307692307692,310.5,0,0,0,0,0,0,0,23,0,149,8192,176,6,20,114596.0,74066.60690216611,166969,62223,58131401.0,121421.5480382292,58217259,58045543,-1,-1,116554334,BENIGN,-1
