,id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
0,1,172.31.66.26-72.21.91.29-49692-80-6,172.31.66.26,49692,72.21.91.29,80,6,2018-02-16 12:38:47.587883,116634801,17,16,883,1576,436,0,51.94117647058823,144.555123823161,788,0,98.5,269.1532401192055,21.08290132033577,0.2829344219483857,3644837.53125,4802390.778427559,10004223,20,116623510,7288969.375,4413668.226108873,10015483,251,116623569,7774904.6,4125097.7874414218,10021610,396,2,2,0,0,0,0,352,464,0.145754096155229,0.1371803257931567,0,788,74.5151515151515,212.04791929127148,44964.32007575758,0,2,0,4,32,0,1,1,0.9411764705882352,74.51515151515152,51.94117647058823,98.5,0,0,0,0,0,0,0,26,0,47,8192,290,13,20,21817.25,24379.810854382253,78626,11250,9696808.583333332,1032262.9275318516,10004223,6419530,-1,-1,116634801,BENIGN,-1
1,2,172.31.66.26-23.219.88.169-49683-80-6,172.31.66.26,49683,23.219.88.169,80,6,2018-02-16 12:38:45.787171,119836723,17,16,597,768,293,0,35.11764705882354,97.0643358505978,384,0,47.99999999999999,131.16096980428287,11.390498386709057,0.275374686272087,3744897.59375,4884430.091057508,10009419,34,119814861,7488428.8125,4439505.646212444,10031131,10481,119814953,7987663.533333333,4131139.939146335,10034539,221,2,2,0,0,0,0,352,464,0.1418596868674387,0.1335149994046482,0,384,41.36363636363637,113.21434819122368,12817.488636363634,0,2,0,4,32,0,1,1,0.9411764705882352,41.36363636363637,35.11764705882353,48.0,0,0,0,0,0,0,0,18,0,23,8192,980,13,20,34556.08333333333,29135.15632189941,113720,21708,9950015.666666666,169609.15810197458,10009419,9415783,-1,-1,119836723,BENIGN,-1
2,3,172.31.66.26-52.168.138.145-123-123-17,172.31.66.26,123,52.168.138.145,123,17,2018-02-16 12:39:28.665893,64128112,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.9940067469942044,0.0623751405623792,21376037.333333336,36910185.55526667,63996213,18333,64014546,64014546.0,0.0,64014546,64014546,64109779,64109779.0,0.0,64109779,64109779,0,0,0,0,0,0,16,16,0.0311875702811896,0.0311875702811896,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,18333.0,0.0,18333,18333,63996213.0,0.0,63996213,63996213,-1,-1,0,BENIGN,-1
3,4,172.31.66.26-52.84.140.121-49685-443-6,172.31.66.26,49685,52.84.140.121,443,6,2018-02-16 12:38:45.821156,118218373,53,90,1022,116396,250,0,19.283018867924536,54.63986194883821,1460,0,1293.2888888888888,447.4724081492975,993.2297071961902,1.2096258506281423,832523.7535211267,6955325.389337823,58952255,0,118218373,2273430.2500000005,11419589.989748662,58952255,40,118156158,1327597.2808988765,8774081.28490255,59014602,0,8,7,0,0,0,0,1072,1812,0.4483228677153254,0.7613029829128167,0,1460,821.104895104895,712.6459397193003,507864.2353984046,0,2,0,15,142,0,1,1,1.69811320754717,821.1048951048951,19.28301886792453,1293.2888888888888,0,0,0,112493,78,1356317,0,7,0,813,8192,131,8,20,258551.0,277536.58318859513,454799,62303,58819458.0,187803.31844245992,58952255,58686661,-1,-1,118218373,BENIGN,-1
4,5,172.31.66.26-13.89.190.129-49672-443-6,172.31.66.26,49672,13.89.190.129,443,6,2018-02-16 12:40:21.995064,232334,2,1,72,124,72,0,36.0,50.91168824543142,124,124,124.0,0.0,843.613074280992,12.91244501450498,116167.0,97969.64453339616,185442,46892,232334,232334.0,0.0,232334,232334,0,0.0,0.0,0,0,1,1,0,0,0,0,40,20,8.608296676336654,4.304148338168327,0,124,65.33333333333334,62.26823695378996,3877.333333333333,0,0,0,2,3,0,0,0,0.5,65.33333333333333,36.0,124.0,0,0,0,0,0,0,0,24,0,41,258,7700,0,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,232334,BENIGN,-1
5,6,172.31.66.26-172.31.0.2-57587-53-17,172.31.66.26,57587,172.31.0.2,53,17,2018-02-16 12:38:45.868749,1005,1,1,47,132,47,47,47.0,0.0,132,132,132.0,0.0,178109.4527363184,1990.049751243781,1005.0,0.0,1005,1005,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,995.0248756218904,995.0248756218904,47,132,89.5,60.10407640085654,3612.5,0,0,0,0,0,0,0,0,1.0,89.5,47.0,132.0,0,0,0,0,0,0,0,23,0,66,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
6,7,172.31.66.26-52.168.138.145-123-123-17,172.31.66.26,123,52.168.138.145,123,17,2018-02-16 12:41:36.695137,64032543,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.998475322149864,0.0624682358781221,21344181.0,36937676.55107585,63996136,18184,64014320,64014320.0,0.0,64014320,64014320,64014359,64014359.0,0.0,64014359,64014359,0,0,0,0,0,0,16,16,0.031234117939061,0.031234117939061,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,18184.0,0.0,18184,18184,63996136.0,0.0,63996136,63996136,-1,-1,0,BENIGN,-1
7,8,172.31.66.26-13.89.190.129-49672-443-6,172.31.66.26,49672,13.89.190.129,443,6,2018-02-16 12:42:22.006811,93509,2,1,72,124,72,0,36.0,50.91168824543142,124,124,124.0,0.0,2096.054925194366,32.08247334481173,46754.5,6008.286319742095,51003,42506,93509,93509.0,0.0,93509,93509,0,0.0,0.0,0,0,1,1,0,0,0,0,40,20,21.388315563207826,10.694157781603913,0,124,65.33333333333334,62.26823695378996,3877.333333333333,0,0,0,2,3,0,0,0,0.5,65.33333333333333,36.0,124.0,0,0,0,0,0,0,0,24,0,41,258,7628,0,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,120105256,BENIGN,-1
8,9,172.31.66.26-66.235.147.246-49731-443-6,172.31.66.26,49731,66.235.147.246,443,6,2018-02-16 12:42:30.495796,117180531,16,13,1478,5405,504,0,92.375,147.63282155401623,1460,0,415.7692307692308,590.0120272568114,58.73842643706743,0.2474813840876007,4185018.9642857146,15259102.122908834,58452275,2,117180531,7812035.4,20461947.3633381,58452275,26,117106751,9758895.916666668,22670155.06090074,58533472,2,8,8,0,0,0,0,332,264,0.1365414532897107,0.1109399307978899,0,1460,237.3448275862069,433.1949640142307,187657.87684729064,0,2,0,16,28,0,1,2,0.8125,237.3448275862069,92.375,415.7692307692308,0,0,0,0,0,0,0,50,0,186,8192,18760,8,20,341185.5,372186.3613843205,604361,78010,58210088.5,342503.4329236716,58452275,57967902,-1,-1,117180531,BENIGN,-1
9,10,216.58.198.78-172.31.66.26-443-49741-6,216.58.198.78,443,172.31.66.26,49741,6,2018-02-16 12:42:31.758789,118011270,16,17,3963,1616,1430,0,247.6875,470.94567538800766,545,0,95.05882352941175,160.34278538035136,47.275145839884615,0.2796343095028127,3687852.187500001,14427179.112831214,58889721,5,117950582,7863372.133333333,20684248.595487382,59045922,11,118011255,7375703.437500001,20046955.976788677,58889721,104,11,9,0,0,0,0,332,340,0.135580271274091,0.1440540382287217,0,1430,169.06060606060603,350.4557692664242,122819.2462121212,0,1,0,20,33,0,0,0,1.0625,169.06060606060606,247.6875,95.05882352941175,486,4,41591,1239,4,80890,0,120,0,48,42780,254,13,20,244008.0,124251.38937653776,331867,156149,58683562.0,291552.8538052749,58889721,58477403,-1,-1,118011270,BENIGN,-1
