,id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
0,1,172.31.66.12-205.186.147.63-49680-443-6,172.31.66.12,49680,205.186.147.63,443,6,2018-03-01 12:16:07.863169,11671,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,171.36492160054834,11671.0,0.0,11671,11671,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,85.68246080027417,85.68246080027417,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,11671,BENIGN,-1
1,2,172.31.66.12-205.186.147.63-49680-443-6,172.31.66.12,49680,205.186.147.63,443,6,2018-03-01 12:16:08.375238,11612,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,172.23561832586978,11612.0,0.0,11612,11612,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,86.11780916293489,86.11780916293489,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,11612,BENIGN,-1
2,3,172.31.66.12-205.186.147.63-49686-443-6,172.31.66.12,49686,205.186.147.63,443,6,2018-03-01 12:16:09.553678,11596,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,172.47326664367023,11596.0,0.0,11596,11596,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,86.23663332183511,86.23663332183511,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,11596,BENIGN,-1
3,4,172.31.66.12-205.186.147.63-49688-443-6,172.31.66.12,49688,205.186.147.63,443,6,2018-03-01 12:16:09.807922,11673,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,171.33556069562238,11673.0,0.0,11673,11673,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,85.66778034781119,85.66778034781119,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,11673,BENIGN,-1
4,5,172.31.66.12-205.186.147.63-49686-443-6,172.31.66.12,49686,205.186.147.63,443,6,2018-03-01 12:16:10.218934,11558,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,173.04031839418585,11558.0,0.0,11558,11558,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,86.52015919709292,86.52015919709292,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,11558,BENIGN,-1
5,6,172.31.66.12-205.186.147.63-49688-443-6,172.31.66.12,49688,205.186.147.63,443,6,2018-03-01 12:16:10.422065,11594,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,172.50301880282905,11594.0,0.0,11594,11594,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,86.25150940141452,86.25150940141452,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,11594,BENIGN,-1
6,7,172.31.66.12-205.186.147.63-49694-443-6,172.31.66.12,49694,205.186.147.63,443,6,2018-03-01 12:16:11.121613,11630,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,171.96904557179707,11630.0,0.0,11630,11630,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,85.98452278589853,85.98452278589853,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,11630,BENIGN,-1
7,8,172.31.66.12-205.186.147.63-49694-443-6,172.31.66.12,49694,205.186.147.63,443,6,2018-03-01 12:16:11.718908,11643,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,171.77703341063298,11643.0,0.0,11643,11643,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,85.88851670531649,85.88851670531649,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,11643,BENIGN,-1
8,9,172.31.66.12-205.186.147.63-49695-443-6,172.31.66.12,49695,205.186.147.63,443,6,2018-03-01 12:16:12.434253,11727,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,170.54660185895796,11727.0,0.0,11727,11727,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,85.27330092947898,85.27330092947898,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,11727,BENIGN,-1
9,10,172.31.66.12-205.186.147.63-49696-443-6,172.31.66.12,49696,205.186.147.63,443,6,2018-03-01 12:16:12.688030,11613,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,172.2207870489968,11613.0,0.0,11613,11613,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,86.1103935244984,86.1103935244984,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,11613,BENIGN,-1
