,id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
0,1,172.31.66.11-23.15.8.121-49685-80-6,172.31.66.11,49685,23.15.8.121,80,6,2018-02-15 12:24:16.134698,115574907,19,16,890,1152,293,0,46.84210526315789,109.51116795301176,384,0,72.0,154.79534876733214,17.668195052062643,0.3028339014800159,3399261.970588235,4703138.120124616,10000886,28,115544414,6419134.11111111,4772294.895330657,10030986,817,115544365,7702957.666666666,4154088.949544854,10042221,371,3,3,0,0,0,0,392,464,0.1643955465177229,0.1384383549622929,0,384,58.34285714285714,130.69833764124496,17082.05546218487,0,2,0,6,34,0,1,1,0.8421052631578947,58.34285714285714,46.8421052631579,72.0,0,0,0,0,0,0,0,25,0,32,8192,1013,14,20,507795.1818181819,1583980.8137411145,5283677,30094,9996242.454545457,14965.083129495915,10000886,9951125,-1,-1,115574907,BENIGN,-1
1,2,172.31.66.11-23.52.91.27-49691-80-6,172.31.66.11,49691,23.52.91.27,80,6,2018-02-15 12:24:16.506194,115697563,17,18,873,3930,431,0,51.3529411764706,142.89460328178538,1460,0,218.33333333333331,479.90195077009344,41.51340681220744,0.3025128541385093,3402869.5000000005,4711943.126984516,10011500,2,115657301,7228581.312499999,4460293.794113055,10046603,227,115657409,6803377.000000001,4669000.275371244,10051773,2,2,2,0,0,0,0,352,504,0.1469348148672759,0.1555780392712334,0,1460,137.22857142857143,363.2238886380009,131931.5932773109,0,2,0,4,34,0,1,1,1.0588235294117647,137.22857142857143,51.35294117647059,218.33333333333331,0,0,0,0,0,0,0,24,0,112,8192,980,13,20,507533.8181818181,1549654.8540318788,5179919,40203,10006766.272727272,1571.8788179060475,10011500,10006162,-1,-1,115697563,BENIGN,-1
2,3,172.31.66.11-23.196.113.171-49688-443-6,172.31.66.11,49688,23.196.113.171,443,6,2018-02-15 12:24:16.251940,115944900,24,26,5634,6450,1475,0,234.75000000000009,502.32366579466606,1460,0,248.07692307692312,455.7623874851389,104.2219192047257,0.4312393214363029,2366222.4489795915,4165922.737029962,10013419,0,115895944,5038954.0869565215,4923787.06055303,10062254,6106,115895970,4635838.8,4935875.57206219,10062413,0,6,6,0,0,0,0,492,664,0.2069948742894254,0.2242444471468775,0,1475,241.68,473.7770266912572,224464.67102040825,0,2,0,12,49,0,1,1,1.0833333333333333,241.68,234.75,248.07692307692307,0,0,0,0,0,0,0,112,0,129,8192,1296,17,20,533842.4545454545,1608431.2035494316,5383445,48809,10002152.454545451,37077.4223466616,10013419,9890360,-1,-1,115944900,BENIGN,-1
3,4,172.31.66.11-23.52.91.27-49690-80-6,172.31.66.11,49690,23.52.91.27,80,6,2018-02-15 12:24:16.506004,116791783,19,19,1304,5895,431,0,68.63157894736842,161.2104251268839,1460,0,310.2631578947368,544.2055210330075,61.63961038252152,0.3253653555404664,3156534.675675676,4570638.522753602,10006644,1,116751215,6486178.611111111,4675222.728900759,10046644,168,116751266,6486181.444444444,4683472.196029606,10047296,1,3,3,0,0,0,0,392,524,0.1626826777702332,0.1626826777702332,0,1460,189.44736842105263,414.3812513608382,171711.82147937416,0,2,0,6,37,0,1,1,1.0,189.44736842105263,68.63157894736842,310.2631578947368,0,0,0,0,0,0,0,34,0,155,8192,1013,14,20,607710.9090909091,1880843.3559971151,6278667,40563,10006035.90909091,206.30291056875865,10006644,10005909,-1,-1,116791783,BENIGN,-1
4,5,172.31.66.11-23.49.179.103-49695-443-6,172.31.66.11,49695,23.49.179.103,443,6,2018-02-15 12:24:18.092651,62400433,12,11,862,3812,283,0,71.83333333333334,98.07124806470904,1460,0,346.54545454545456,561.2385167887827,74.90332639198193,0.3685871859254566,2836383.318181818,12419789.492070138,58338019,9,62400433,5672766.636363636,17501237.933460157,58338019,107,62311991,6231199.100000001,18383055.910285465,58450173,18,6,5,0,0,0,0,252,232,0.1923063578741513,0.1762808280513053,0,1460,203.2173913043478,409.4784883373816,167672.6324110672,0,2,0,11,22,0,1,1,0.9166666666666666,203.2173913043478,71.83333333333333,346.54545454545456,0,0,0,0,0,0,0,37,0,165,8192,1013,6,20,3969013.0,0.0,3969013,3969013,58338019.0,0.0,58338019,58338019,-1,-1,62400433,BENIGN,-1
5,6,172.31.66.11-209.85.202.97-49709-443-6,172.31.66.11,49709,209.85.202.97,443,6,2018-02-15 12:24:19.259819,62311376,32,50,1022,48005,270,0,31.937500000000007,67.07142918488636,1430,0,960.1,645.0546013908515,786.8065696382631,1.3159715811764452,769276.2469135801,6499857.466124827,58527533,1,62311376,2010044.387096774,10517781.93850621,58662969,144,62155360,1268476.7346938774,8367315.65255898,58622980,1,9,13,0,0,0,0,664,1012,0.5135498853371493,0.8024216958392958,0,1430,597.890243902439,678.9389689856869,460958.1236073474,0,2,0,22,81,0,1,1,1.5625,597.890243902439,31.9375,960.1,0,0,0,22324,17,343305,0,12,0,585,8192,180,9,20,3627894.0,0.0,3627894,3627894,58527533.0,0.0,58527533,58527533,-1,-1,62311376,BENIGN,-1
6,7,172.31.66.11-72.21.91.29-49727-80-6,172.31.66.11,49727,72.21.91.29,80,6,2018-02-15 12:24:20.551749,114044820,19,17,1319,2364,436,0,69.42105263157895,163.08358994681691,788,0,139.05882352941174,309.64666770939004,32.29432077669113,0.3156653673529407,3258423.428571428,4639899.209533995,10004146,18,114033570,6335198.333333334,4747790.939748296,10015384,11257,114033581,7127098.8125,4457134.626055641,10023971,475,3,3,0,0,0,0,392,484,0.1666011661029409,0.1490642012499997,0,788,102.30555555555551,242.389275982068,58752.56111111111,0,2,0,6,35,0,1,1,0.8947368421052632,102.30555555555556,69.42105263157895,139.05882352941177,0,0,0,0,0,0,0,36,0,65,8192,292,14,20,379045.0909090909,1072247.429753455,3583552,11229,9987643.09090909,40479.41186443925,10004146,9874709,-1,-1,114044820,BENIGN,-1
7,8,172.31.66.11-72.21.91.29-49694-80-6,172.31.66.11,49694,72.21.91.29,80,6,2018-02-15 12:24:17.917063,116679506,39,29,6551,11820,436,0,167.97435897435898,214.6631985201944,788,0,407.5862068965517,400.73553063989897,157.44838686581343,0.5827930056543091,1741485.1641791044,3695399.968677593,10004177,17,116668281,3070217.9210526315,4497329.16414956,10015391,148,116668260,4166723.5714285714,4813167.242262336,10023551,502,15,15,0,0,0,0,792,724,0.3342489297135008,0.2485440759408083,0,788,270.1617647058825,327.8712256447561,107499.5406057946,0,2,0,30,67,0,1,1,0.7435897435897436,270.1617647058824,167.97435897435898,407.5862068965517,0,0,0,0,0,0,0,96,0,173,8192,317,26,20,618545.3636363635,1862623.2562624288,6218241,11214,9987662.0,40481.78398242843,10004177,9874726,-1,-1,116679506,BENIGN,-1
8,9,172.31.66.11-13.33.81.58-49686-443-6,172.31.66.11,49686,13.33.81.58,443,6,2018-02-15 12:24:16.237693,117316415,40,79,1022,102083,250,0,25.550000000000004,61.77749569510707,1460,0,1292.189873417722,447.9734732287733,878.8625189407637,1.014350805042926,994206.906779661,7572769.998127963,58779867,0,117316415,3008113.205128205,13051840.87900384,58779867,13,117238779,1503061.2692307697,9305302.181368776,58850309,0,8,7,0,0,0,0,812,1592,0.3409582537959414,0.6733925512469845,0,1460,866.4285714285718,703.535340822993,494961.97578692494,0,2,0,15,118,0,1,1,1.975,866.4285714285714,25.55,1292.1898734177216,602,4,2736363,98218,69,5590414,0,8,0,857,8192,131,8,20,198779.0,170986.90497228142,319685,77873,58420550.0,508150.9745912134,58779867,58061233,-1,-1,117316415,BENIGN,-1
9,10,172.31.66.11-13.65.245.138-123-123-17,172.31.66.11,123,13.65.245.138,123,17,2018-02-15 12:24:59.010021,64059058,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.997234208470565,0.0624423793431367,21353019.333333336,36907323.80572232,63969926,44214,64014140,64014140.0,0.0,64014140,64014140,64014844,64014844.0,0.0,64014844,64014844,0,0,0,0,0,0,16,16,0.0312211896715683,0.0312211896715683,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,44214.0,0.0,44214,44214,63969926.0,0.0,63969926,63969926,-1,-1,0,BENIGN,-1
