,id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
0,1,172.31.66.34-74.117.206.68-49714-443-6,172.31.66.34,49714,74.117.206.68,443,6,2018-02-28 12:22:26.419987,118729470,50,68,6138,33503,1126,0,122.75999999999998,237.11131976180232,1460,0,492.6911764705882,621.011290241611,333.8766693728187,0.9938560325418786,1014781.794871795,2799550.0868061557,10003989,0,118718054,2422817.4285714286,3933466.141770401,10015386,177,118718097,1771911.895522388,3550707.841242922,10015477,0,13,29,0,0,0.0,0.0,1012,1368,0.4211254375177451,0.5727305950241334,0,1460,335.94067796610176,527.3450887271679,278092.8426046646,0,2,0,42,117,0,1,1,1.36,335.9406779661017,122.76,492.6911764705882,0,0,0,14386,12,76034,0,52,0,283,8192,10508,23,20,1918479.0,976611.8940366115,3921804,11397,9953326.4,23099.43886860554,10003989,9906060,-1,-1,118729470,BENIGN,-1
1,2,172.31.66.34-72.21.91.29-49688-80-6,172.31.66.34,49688,72.21.91.29,80,6,2018-02-28 12:22:22.539403,118250698,22,19,2191,3940,436,0,99.59090909090912,186.73731463027056,788,0,207.3684210526316,356.5021755467849,51.84747408425445,0.3467209977906431,2956267.45,4462967.843378175,10004192,29,118239400,5630447.6190476185,4810251.85240917,10015430,179,118239383,6568854.611111111,4580979.767197716,10022280,765,5,5,0,0,0.0,0.0,452,524,0.1860454134486377,0.1606755843420053,0,788,149.53658536585357,280.1072203247335,78460.05487804877,0,2,0,10,40,0,1,1,0.8636363636363636,149.53658536585365,99.5909090909091,207.3684210526316,0,0,0,0,0,0,0,53,0,96,8192,296,16,20,761371.2727272727,1694026.4834383845,4788780,11224,9987665.090909092,40454.29822764077,10004192,9874806,-1,-1,118250698,BENIGN,-1
2,3,172.31.66.34-104.96.221.187-49684-80-6,172.31.66.34,49684,104.96.221.187,80,6,2018-02-28 12:22:22.275925,119832358,17,16,597,768,293,0,35.11764705882354,97.0643358505978,384,0,47.99999999999999,131.16096980428287,11.39091329572268,0.2753847170394494,3744761.1875,4888990.749742168,10014072,27,119815319,7488457.437500001,4441954.864051066,10031045,602,119815219,7987681.266666667,4133343.929941686,10035662,182,2,2,0,0,0.0,0.0,352,464,0.1418648542324436,0.1335198628070057,0,384,41.36363636363637,113.21434819122368,12817.488636363634,0,2,0,4,32,0,1,1,0.9411764705882352,41.36363636363637,35.11764705882353,48.0,0,0,0,0,0,0,0,18,0,23,8192,980,13,20,28776.25,27098.68645969596,99265,16947,9955833.666666666,158952.37710958574,10014072,9458227,-1,-1,119832358,BENIGN,-1
3,4,172.31.66.34-204.79.197.200-49719-443-6,172.31.66.34,49719,204.79.197.200,443,6,2018-02-28 12:22:26.604225,117533838,15,21,1177,7423,299,0,78.46666666666667,107.55122810394434,1460,0,353.4761904761905,587.7269450218885,73.1704175269083,0.3062947710428719,3358109.657142857,13743585.102847133,58436335,1,117533838,8395274.142857144,21177122.672745872,58436335,653,117455856,5872792.800000001,18011932.666913915,58566082,1,8,8,0,0,0.0,0.0,312,432,0.1276228212678633,0.1786719497750086,0,1460,238.8888888888889,470.0202292168029,220919.01587301592,0,2,0,16,35,0,1,2,1.4,238.88888888888889,78.46666666666667,353.4761904761905,0,0,0,6801,5,1700250000,0,32,0,206,8192,1022,8,20,346770.0,380216.9730982561,615624,77916,58381170.5,78014.3840615306,58436335,58326006,-1,-1,117533838,BENIGN,-1
4,5,172.31.66.34-52.179.17.38-123-123-17,172.31.66.34,123,52.179.17.38,123,17,2018-02-28 12:23:04.452447,64033220,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.998443620358308,0.0624675754241314,21344406.666666664,36936919.933625296,63995488,18788,64014276,64014276.0,0.0,64014276,64014276,64014432,64014432.0,0.0,64014432,64014432,0,0,0,0,0.0,0.0,16,16,0.0312337877120657,0.0312337877120657,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,18788.0,0.0,18788,18788,63995488.0,0.0,63995488,63995488,-1,-1,0,BENIGN,-1
5,6,172.31.66.34-13.33.140.196-49685-443-6,172.31.66.34,49685,13.33.140.196,443,6,2018-02-28 12:22:22.309558,117812957,28,86,1022,112376,250,0,36.49999999999999,71.40157690965363,1460,0,1306.6976744186054,429.79212676574497,962.5257092901928,0.967635503792677,1042592.5398230088,7779781.611600066,59002749,0,117812957,4363442.851851852,15674039.898597855,59002749,86,117750745,1385302.8823529412,8963152.697528485,59013097,0,8,7,0,0,0.0,0.0,572,1732,0.2376648605806575,0.7299706432120195,0,1460,994.7192982456144,664.6480272710176,441757.0001552553,0,2,0,15,113,0,1,1,3.071428571428572,994.719298245614,36.5,1306.6976744186047,602,4,481215,108511,76,3539633,0,8,0,985,8192,131,8,20,132323.0,82208.23438074802,190453,74193,58742988.0,367357.52917559753,59002749,58483227,-1,-1,117812957,BENIGN,-1
6,7,172.31.66.34-50.97.40.233-49697-443-6,172.31.66.34,49697,50.97.40.233,443,6,2018-02-28 12:22:24.451009,117671463,19,14,1381,8155,270,0,72.6842105263158,88.8988517808482,1460,0,582.5,663.2088370479253,81.03918959518673,0.2804418264095178,3677233.218750001,14333953.05442884,58451950,0,117671463,6537303.5,18837988.005715866,58451950,24,117609268,9046866.769230768,21908083.25208688,58529923,0,10,10,0,0,0.0,0.0,392,292,0.1614665061145708,0.1189753202949469,0,1460,288.96969696969694,498.6011986578355,248603.1553030303,0,2,0,20,32,0,1,1,0.7368421052631579,288.969696969697,72.6842105263158,582.5,0,0,0,0,0,0,0,41,0,247,8192,165,10,20,488113.5,580041.8139276685,898265,77962,58316445.0,191633.00876936625,58451950,58180940,-1,-1,117671463,BENIGN,-1
7,8,172.31.66.34-172.217.9.200-49713-443-6,172.31.66.34,49713,172.217.9.200,443,6,2018-02-28 12:22:26.335859,116786595,16,38,853,35887,206,0,53.31249999999999,75.33544429195773,1430,0,944.3947368421052,650.7454992824886,314.590899751808,0.462381834148003,2203520.6603773586,11199460.74921556,58467560,0,116786595,7785773.0,20487259.164212707,58467560,111,116724278,3154710.216216216,13354093.62888674,58529792,0,8,11,0,0,0.0,0.0,332,772,0.1370020249327416,0.3253798092152614,0,1430,680.3703703703704,682.582120190409,465918.350803634,0,2,0,19,53,0,1,1,2.375,680.3703703703703,53.3125,944.3947368421052,0,0,0,32561,26,1479776,0,15,0,664,8192,180,8,20,140738.0,110875.75750361304,219139,62337,58221377.0,348155.3374256957,58467560,57975194,-1,-1,116786595,BENIGN,-1
8,9,172.31.66.34-216.58.211.162-49721-443-6,172.31.66.34,49721,216.58.211.162,443,6,2018-02-28 12:22:26.918552,117297636,17,19,871,10379,224,0,51.23529411764706,76.53473836416107,1430,0,546.2631578947369,637.2624474269488,95.90986130359865,0.3069115561715156,3351361.0285714283,13697625.609174617,58358212,0,117297636,7331102.250000001,19881785.58839979,58358212,17,117141638,6507868.777777778,18848577.315008,58514248,0,8,10,0,0,0.0,0.0,352,392,0.1449304570809935,0.1619810990905221,0,1430,312.50000000000006,523.7842794782708,274349.9714285713,0,2,0,18,35,0,1,1,1.1176470588235294,312.5,51.23529411764706,546.2631578947369,0,0,0,7227,8,129530,0,24,0,288,8192,180,8,20,380457.5,317355.88735755323,604862,156053,58190299.5,237464.13479197232,58358212,58022387,-1,-1,117297636,BENIGN,-1
9,10,172.31.66.34-216.58.198.70-49717-443-6,172.31.66.34,49717,216.58.198.70,443,6,2018-02-28 12:22:26.572535,117643633,19,21,1215,7300,408,0,63.94736842105263,106.14532683710917,1430,0,347.6190476190476,525.6171112312152,72.3796076579852,0.3400099009183098,3016503.41025641,13036403.304048372,58370591,0,117643633,6535757.388888888,18875743.68160856,58481633,29,117487688,5874384.399999999,17994183.626571175,58513546,0,9,13,0,0,0.0,0.0,392,432,0.1615047029361971,0.1785051979821126,0,1430,212.875,409.21921825562345,167460.3685897436,0,2,0,22,39,0,1,1,1.105263157894737,212.875,63.94736842105263,347.6190476190476,0,0,0,3172,5,28864,0,30,0,182,8192,184,9,20,379353.5,315947.3306494296,602762,155945,58364447.0,8688.928127220295,58370591,58358303,-1,-1,117643633,BENIGN,-1
10,11,172.31.66.34-98.139.225.35-49730-443-6,172.31.66.34,49730,98.139.225.35,443,6,2018-02-28 12:22:27.340797,116797294,14,16,1049,5765,417,0,74.92857142857143,120.18285061695607,1460,0,360.3125,583.298862076723,58.34039271492026,0.2568552658420323,4027492.896551725,15017499.11018584,58436370,0,116797294,8984407.23076923,21876775.59892693,58436370,35,116719434,7781295.6,20509439.09602834,58514324,0,7,9,0,0,0.0,0.0,292,332,0.1198657907262817,0.1369894751157505,0,1460,227.1333333333333,451.0313647120596,203429.2919540229,0,2,0,16,29,0,1,1,1.1428571428571428,227.13333333333333,74.92857142857143,360.3125,0,0,0,0,0,0,0,34,0,192,8192,70,7,20,114418.0,51688.09149117425,150967,77869,58245267.5,270259.7473034044,58436370,58054165,-1,-1,116797294,BENIGN,-1
11,12,172.31.66.34-69.147.92.11-49720-443-6,172.31.66.34,49720,69.147.92.11,443,6,2018-02-28 12:22:26.605139,117471638,16,19,832,6837,212,0,51.99999999999999,77.25714637926168,1460,0,359.8421052631579,556.7927265606809,65.28384323712248,0.2979442578301325,3455048.176470588,13986344.017807482,58645281,0,117471638,7831442.533333332,20600454.55900237,58645281,81,117455180,6525287.777777778,18940658.83697613,58661905,0,7,13,0,0,0.0,0.0,332,392,0.1362030892937749,0.1617411685363577,0,1460,219.11428571428573,437.0009268686208,190969.81008403364,0,2,0,20,34,0,1,1,1.1875,219.11428571428573,52.0,359.8421052631579,0,0,0,2738,4,3811412,0,23,0,195,8192,70,7,20,156085.5,197212.7883797093,295536,16635,58571437.5,104430.47919309764,58645281,58497594,-1,-1,117471638,BENIGN,-1
12,13,172.31.66.34-54.239.172.28-49718-443-6,172.31.66.34,49718,54.239.172.28,443,6,2018-02-28 12:22:26.603130,117534957,14,14,897,5670,258,0,64.07142857142856,89.6183912149512,1460,0,405.0,592.3795560800005,55.87273920557949,0.238226998287837,4353146.555555555,15599777.074921535,58514662,0,117534957,9041150.53846154,21939690.499618817,58514662,159,117457152,9035165.538461538,21997245.072771277,58684408,0,7,7,0,0,0.0,0.0,292,292,0.1191134991439185,0.1191134991439185,0,1460,234.5357142857142,450.510449761063,202959.6653439153,0,2,0,14,27,0,1,1,1.0,234.53571428571428,64.07142857142857,405.0,0,0,0,4937,4,1234250000,0,32,0,202,8192,127,7,20,253001.0,247743.3460700812,428182,77820,58475543.0,55322.62034647311,58514662,58436424,-1,-1,117534957,BENIGN,-1
13,14,172.31.66.34-216.58.211.162-49731-443-6,172.31.66.34,49731,216.58.211.162,443,6,2018-02-28 12:22:27.342571,117889226,16,14,1054,3660,403,0,65.875,110.38470606625415,1430,0,261.4285714285715,456.0129408227383,39.98669055643813,0.2544761808852659,4065145.724137931,15088387.047913743,58719241,1,117889226,7859281.733333332,20595501.52848147,58814975,28,117733681,9056437.0,22016967.970565528,58814957,1,8,9,0,0,0.0,0.0,332,292,0.1357206298054752,0.1187555510797907,0,1430,157.1333333333333,330.706008968413,109366.46436781608,0,2,0,17,29,0,1,1,0.875,157.13333333333333,65.875,261.42857142857144,0,0,0,1044,6,28608,0,35,0,122,8192,180,8,20,327862.5,243081.39106171823,499747,155978,58538767.5,255228.0713489408,58719241,58358294,-1,-1,117889226,BENIGN,-1
